ID,Title,Iteration Path,State,User story owner,QA's Assigned,Developer,Story Size,Story Status,Release date,Development Status,Testing on Demo Status,QA Sign Off,Sunil's Sign Off,Final Demo 1 on Demo env,Deployment on Dev,Dev Env.,Deployment on QA ,Final Demo 2 on QA Env.,QA Env.,Live,Overall Status,Comment
36397,Mobile | Create Expense - Scan | Use Case 27 | Settings of Auto Crop & Snap and Log File,Solo Expenses\2026\Iteration 2026 07-July,New,Chhavi,,Dolly Munjal ,Small,Incomplete,2026 August,,,,,,,,,,,,,
35466,Android | Location - Split into multiple locations,Solo Expenses\2026\Iteration 2026 12-December,New,Geetika,,Jyoti Dahiya ,Medium,Incomplete,2027 March,,,,,,,,,,,,,
35467,iOS | Location - Split into multiple locations,Solo Expenses\2026\Iteration 2026 12-December,New,Geetika,,Dolly Munjal ,Medium,Incomplete,2027 March,,,,,,,,,,,,,
39194,Mobile | Messages still need to be in our branding - this issue exists on both the platforms and needs to be updated,Solo Expenses\2026\Iteration 2026 07-July,Request Estimate,Geetika,,Dolly Munjal ,Small,Incomplete,2026 August,,,,,,,,,,,,,
35725,WEB | Customer Issue - Yorkshire Sport | Use case 9 |  Error When Selecting Non-Default Vehicle and Claiming for Past Dates,Solo Expenses\2026\Iteration 2026 06-June,Active,Chhavi,"Nancy, Satyarth, Vineeta",Nitesh Bagdi,Small,Incomplete,2026 August,,,,,,,,,,,,,
35473,Mobile | Expense Policy Redesign,Solo Expenses\2026\Iteration 2026 12-December,New,Chhavi,,Dolly Munjal ,Medium,Incomplete,2027 March,,,,,,,,,,,,,
34304,WEB: Report Writer: Customer - Fragrance Oils - to have the Payment type hard coded so individually Cash/credit card can be selected or both where needed,Solo Expenses\2026\Iteration 2026 12-December,Clarification,Geetika,,Rajesh K,Small,Incomplete,2027 January,,,,,,,,,,,,,
34523,"WEB | Customer Requirement: Alfred Locnen <alfred.locnen@daiichisankyo.com>| Approver / Finance Approver | The Bulk Actions panel for approving or rejecting expenses in bulk should be narrower, as it currently blocks visibility of the background details.",Solo Expenses\2027\Iteration 2027 03-March,Clarification,Chhavi,,Nitesh Bagdi,Small,Incomplete,2027 April,,,"Complete
11th June 2026",,,,,,,,,,
34980,"WEB | Credit Card Policy | Receipts Moved from CCC Receipt list to Cash, and CCC transactions details matching the Cash Expense Submitted by the Claimant",Solo Expenses\2026\Iteration 2026 12-December,New,Chhavi,,Rajesh K,Small,Incomplete,2027 March,,,"Complete
11th June 2026",,,,,,,,,,
34315,WEB | Customer Issue - Immediate | Customer is getting DOC notification from support.,Solo Expenses\2026\Iteration 2026 12-December,Active,Chhavi,,Nitesh Bagdi,Small,Incomplete,2027 January,,,,,,,,,,,,,
35102,WEB | Policy | In Policy violation give a choice between just an alert v/s requiring a note from the Approvers,Solo Expenses\2026\Iteration 2026 11-November,New,Chhavi,,Nitesh Bagdi,Small,Incomplete,2026 December,,,,,,,,,,,,,
35443,"WEB | Customer | Export PDF Report | If I have updated my logo in the app, why do I still see ExpenseOnDemand's logo on the PDF export report?",Solo Expenses\2027\Iteration 2027 03-March,Clarification,Geetika,,Rajesh K,Small,Incomplete,2027 April,,,,,,,,,,,,,
35461,WEB | AI Use Cases related to mileage | kelly,Solo Expenses\2026\Iteration 2026 12-December,New,Sunil,,Nitesh Bagdi,Small,Incomplete,2027 January,,,,,,,,,,,,,
35469,Web | Recurring expenses function,Solo Expenses\2026\Iteration 2026 12-December,New,Sunil,,Arpit Bhardwaj ,Medium,Complete,2027 March,,,,,,,,,,,,,
35542,WEB | Xero - Automate Expense Categories and Tracking Categories,Solo Expenses\2026\Iteration 2026 11-November,New,Geetika,,Rajesh K,Medium,Incomplete,2026 December,Keep in Dec,,,,,,,,,,,,
35492,WEB | Expense SQL Database to Azure Cosmos DB (ALL TEAM EFFORT),Solo Expenses\2027\Iteration 2027 01-Januari,New,,,Rajesh K,Small,Incomplete,2027 February,,,,,,,,,,,,,
39499,Mobile | Share Receipt (POC has been done),Solo Expenses\2026\Iteration 2026 07-July,New,Chhavi,,Dolly Munjal ,Small,Incomplete,2026 August,,,,,,,,,,,,,
40306,Mobile | iOS | DOC (new design system),Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Dolly Munjal ,Small,Incomplete,2026 August,,,,,,,,,,,,,
40308,Mobile | iOS | Deputy (OOO) (new design system),Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Dolly Munjal ,Small,Incomplete,2026 August,,,,,,,,,,,,,
40310,Mobile | iOS | My Mileage Rate (new design system),Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Dolly Munjal ,Small,Incomplete,2026 August,,,,,,,,,,,,,
35507,"WEB | Policy Violation | Submission Time Limit | In the RECEIPT function, the customer should be able to suspend the function for a given date range",Solo Expenses\2027\Iteration 2027 03-March,New,Chhavi,,Nitesh Bagdi,Small,Incomplete,2027 April,,,,,,,,,,,,,
35690,WEB | Manage Employees - Self Approval Function - Pranjal (use case 11),Solo Expenses\2026\Iteration 2026 12-December,New,Geetika,,Pranjal Jindal,Small,Complete,2027 January,,,,,,,,,,,,,
31505,"(Story to be added) Android | Approver | The ""View Historical Justification Notes"" section should be displayed for rejection notes entered in the ""Approver Notes"" field, similar to how it is shown on the web.",Solo Expenses\2026\Iteration 2026 07-July,New,Chhavi,,Jyoti Dahiya ,Small,Incomplete,2026 August,,,,,,,,,,,,,
35508,WEB | Customer Issue - Winter Flood | Customer reported - They tried running Payment GL Posting report for Jersey entity – no data shown; expenses only appear under Winter Flood Securities report.,Solo Expenses\2026\Iteration 2026 12-December,Clarification,Geetika,,Rajesh K,Small,Incomplete,2027 January,,,,,,,,,,,,,
35678,Web| Open API - Job Numbers Import: Adding job numbers manually causes delays. An automated import system that syncs with their database is highly desired.,Solo Expenses\2026\Iteration 2026 12-December,New,Geetika,,Rajesh K,Small,Incomplete,2027 January,,,,,,,,,,,,,
35689,WEB | Credit Card - Assign Companies to Credit Cards (use case 12 & 13),Solo Expenses\2026\Iteration 2026 12-December,New,Geetika,,Pranjal Jindal,Small,Incomplete,2027 January,,,,,,,,,,,,,
33643,Before token expires we should give alert message that token is about to expire when user is on the same screen. After expiry the app will log out the user.,Solo Expenses\2026\Iteration 2026 07-July,New,Chhavi,,Pranjal Jindal,Small,Incomplete,2026 August,,,,,,,,,,,,,
31555,ANDROID | Approver | Credit Card | Credit card information is missing in the expense details form (Story to be added),Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Jyoti Dahiya ,Small,Incomplete,2026 August,,,,,,,,,,,,,
35680,WEB | Simplify the platform's look and feel to match the app's intuitiveness.,Solo Expenses\2026\Iteration 2026 12-December,New,Chhavi,,Shivi Prajapati ,Small,Incomplete,2027 March,,,,,,,,,,,,,
35867,WEB |  | Customer Requirement: Yvonne Evans <yvonne.evans@winterflood.com> | Policy Violation | Bulk Approval for Policy violated expense and suspend the receipt type & submission time limit function,Solo Expenses\2026\Iteration 2026 11-November,New,Chhavi,,Pranjal Jindal,Medium,Incomplete,2026 December,Keep in Dec,,,,,,,,,,,,
36396,WEB | Create Expense - Scan | Use Case 28 | PDF viewer & Search in Saved & Emailed Receipts,Solo Expenses\2026\Iteration 2026 07-July,New,Chhavi,,Pranjal Jindal,Small,Incomplete,2026 August,,,,,,,,,,,,,
35979,Web | Optimize Stored Procedures,Solo Expenses\2026\Iteration 2026 09-September,New,,,Dhananjai Kalra,Small,Not Required,2026 October,,,,,,,,,,,,,
41104,WEB | Integrations - Show loader in the grid when data not visible and takes time to load,Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Pranjal Jindal,Small,Incomplete,2026 August,,,,,,,,,,,,,
41106,"WEB | Integrations - Step 5 auto sync panel does not land on auto sync tab automatically when there is no data in ""Required Action""",Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Pranjal Jindal,Small,Incomplete,2026 August,,,,,,,,,,,,,
36166,WEB | Customer | PDF Report should have a summary of all the items with the total amount shown being claimed for that report,Solo Expenses\2027\Iteration 2027 03-March,Clarification,Geetika,,Rajesh K,Small,Incomplete,2027 April,,,,,,,,,,,,,
36249,Web | Optimize Stored Procedures Part 2,Solo Expenses\2027\Iteration 2027 01-Januari,New,,,Archana Pandey ,Small,Incomplete,2027 February,,,,,,,,,,,,,
35101,"WEB | Credit Card | In Credit Card, where same date, same supplier and same amount is in multiple transaction - All to club for DUPLICATE Justification Note. [Story Required]",Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Rajesh K,Small,Incomplete,2026 August,,,,,,,,,,,,,
40470,"WEB | Integrations - Check connection failures for other integrations like Xero (Disconnection, lock date, etc.)",Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Rajesh K,Small,Incomplete,2026 August,,,,,,,,,,,,,
37680,Pdf compression Using GhostScript - December,Solo Expenses\2026\Iteration 2026 12-December,New,Chhavi,,Nitesh Bagdi,Small,Incomplete,2027 January,,,,,,,,,,,,,
32673,Android | Use Case 19 |  Multiple Receipt attachment at a time and Compress image - Phase 2 Enhancement (Clarification) (Story to be added),Solo Expenses\2026\Iteration 2026 07-July,New,Chhavi,,Jyoti Dahiya ,Small,Incomplete,2026 August,,,,,,,,,,,,,
36280,"Web | UX Redirection | Self Setup | When user is directed from Reminder Notification panel to setup page, general notification panel overlaps the setup page",Solo Expenses\2026\Iteration 2026 08-August,New,Geetika,,Pranjal Jindal,Very small,Not Required,2026 September,,,,,,,,,,,,,
36432,Web | Optimize Stored Procedures,Solo Expenses\2027\Iteration 2027 03-March,New,,,Nitesh Bagdi,Small,Incomplete,2027 April,,,,,,,,,,,,,
36333,iOS | Customer Issue - HWF Partners (lucy.hodges@hwfpartners.com) | Split Option Missing for Credit Card Expense Transactions in Entertainment Category.,Solo Expenses\2026\Iteration 2026 12-December,Clarification,Geetika,,Dolly Munjal ,Medium,Incomplete,2027 March,,,,,,,,,,,,,
37899,WEB | Export | Improve filters for export and provide save and share filter -,Solo Expenses\2026\Iteration 2026 11-November,New,Geetika,,Rajesh K,Small,Incomplete,2026 December,,,,,,,,,,,,,
36271,WEB | Scan | Use Case 9 | Notifications for uploaded/scanned receipts,Solo Expenses\2026\Iteration 2026 07-July,New,Chhavi,,Shivi Prajapati ,Small,Incomplete,2026 August,,,,,,,,,,,,,
37950,WEB | Xero - Add Customer as Tracking Category,Solo Expenses\2026\Iteration 2026 09-September,New,Geetika,,Rajesh K,Small,Incomplete,2026 October,,,,,,,,,,,,,
36391,WEB | Create Expense - Scan | Use Case 28 | Matched and Confirmed Receipts transactions Filter to be added into Incomplete CCC transaction list,Solo Expenses\2026\Iteration 2026 08-August,New,Chhavi,,Dhananjai Kalra,Small,Incomplete,2026 September,,,,,,,,,,,,,
36611,WEB | Expense Submission Time Limit | Days Drop down should have a label or placeholder UI looks incomplete.,Solo Expenses\2026\Iteration 2026 08-August,New,Geetika,,Pranjal Jindal,Very small,Not Required,2026 September,,,,,,,,,,,,,
40289,Mobile | Android | Pre-Approval & Advance design (new design system),Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Sagar Khurana ,Small,Incomplete,2026 August hotfix,,,,,,,,,,,,,
40291,Mobile | Android | NR & FC design (new design system),Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Sagar Khurana ,Small,Incomplete,2026 August hotfix,,,,,,,,,,,,,
38953,WEB | Customer | Cost Centres | Ability to rename the label as required by Customer to display on the claim form.,Solo Expenses\2026\Iteration 2026 11-November,Clarification,Geetika,,Rajesh K,Small,Incomplete,2026 December,,,,,,,,,,,,,
36849,WEB | Attending to Disaster communications to customers - API connection between ExpenseOnDemand and Zoho,Solo Expenses\2026\Iteration 2026 10-October,Request Estimate,Geetika,,Rajesh K,Small,Not Required,2026 November,,,,,,,,,,,,,
37058,WEB | AP Automation (Vendor) (Xero and other Integrations) - Incorrect Vendor option visible in Export with no mapped data available to Proceed with Export. (September),Solo Expenses\2026\Iteration 2026 08-August,Clarification,Geetika,,Nitesh Bagdi,Small,Incomplete,2026 September,,,,,,,,,,,,,
40304,Mobile | iOS | NR & FC design (new design system),Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Dolly Munjal ,Small,Incomplete,2026 August Hotfix,,,,,,,,,,,,,
37268,WEB : Zoho Customer Contacts - Need connection between ExpenseOnDemand customer contacts and Zoho Contacts,Solo Expenses\2026\Iteration 2026 10-October,Request Estimate,Geetika,,Rajesh K,Small,Not Required,2026 November,,,,,,,,,,,,,
29743,WEB: Auto - Approval - default policy setup landing screen - Presentation of the text and icon not great presentation,Solo Expenses\2026\Iteration 2026 08-August,New,Geetika,,Arpit Bhardwaj ,Small,Incomplete,2026 September,,,,,,,,,,,,,
37349,Image Compression POC for Web and Mobile (sixLabors.ImageSharp) - November,Solo Expenses\2026\Iteration 2026 12-December,Clarification,Chhavi,,Nitesh Bagdi,Small,Incomplete,2027 January,,,,,,,,,,,,,
40305,Mobile | iOS | Pre-Approval & Advance design (new design system),Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Dolly Munjal ,Small,Incomplete,2026 August hotfix,,,,,,,,,,,,,
35647,Android | Use Case 29 | Foreign Currency | Handling of currency display to the Approver in case the currency of the Claimant is different and Approver's different,Solo Expenses\2026\Iteration 2026 07-July,New,Chhavi,,Sagar Khurana ,Small,Incomplete,2026 August,,,,,,,,,,,,,
32676,Web | Custom option to be added in the Year end rule - Add 2 calendars for Start and End (Story to be added),Solo Expenses\2026\Iteration 2026 08-August,New,Geetika,,Dhananjai Kalra,Small,Incomplete,2026 September,,,,,,,,,,,,,
37915,WEB | Customer Issue - Mary Boyle (M.Boyle@erhardt-leimer.com)| Finance Approval - Matthew Rust 2 items can't be split using the Receipts with multiple tax rates,Solo Expenses\2026\Iteration 2027 02-February,Clarification,Geetika,,Archana Pandey ,Small,Incomplete,2027 March,,,,,,,,,,,,,
37548,WEB | Enhancement - Self Setup (Near Zero Touch) - Remaining use cases,Solo Expenses\2026\Iteration 2026 11-November,Clarification,Geetika,,Nitesh Bagdi,Medium,Incomplete,2026 December,Keep in Dec,,,,,,,,,,,,
37938,Web | AI Receipt Analysis: Automatically identify Alcohol and Tobacco items in receipts using AI and flag them as policy violations.,Solo Expenses\2027\Iteration 2027 02-Februari,New,Chhavi,,Rajesh K,Small,Incomplete,2027 March,,,,,,,,,,,,,
36526,WEB | Expense Category Management | Validation in Import needs to be added,Solo Expenses\2026\Iteration 2026 08-August,New,Chhavi,,Pranjal Jindal,Small,Incomplete,2026 September,,,,,,,,,,,,,
39950,"WEB | The amount in the application will be displayed with commas - Example: 9,00,000",Solo Expenses\2026\Iteration 2026 08-August,New,Chhavi,,Shivi Prajapati ,Small,Incomplete,2026 September,,,,,,,,,,,,,
41015,WEB | Credit Card - Importing PDF Credit Card Statement,Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Rajesh K,Small,Incomplete,2026 August,,,,,,,,,,,,,
37143,"WEB | Essential Pack - Advance - Setup | The text ' To disable this feature, please unsubscribe' needs to be changed as Advance is now part of the Essential Pack and not an individual feature / function",Solo Expenses\2026\Iteration 2026 09-September,Clarification,Geetika,,Shivi Prajapati ,Small,Incomplete,2026 October,,,,,,,,,,,,,
33480,Foreign Exchange | Step 1 - Setup Rule: 'Option 1: Allow Claimants to enter Rate' becomes un-selectable if another option is selected (October),Solo Expenses\2026\Iteration 2026 09-September,Clarification,Chhavi,,Arpit Bhardwaj ,Small,Incomplete,2026 October,,,,,,,,,,,,,
37907,Web |Export receipts into QB Desktop & Tracking Categories (Story to be added),Solo Expenses\2026\Iteration 2026 11-November,New,Geetika,,Rajesh K,Medium,Incomplete,2026 December,Keep in Dec,,,,,,,,,,,,
37909,Android | Customer Issue - HWF Partners (lucy.hodges@hwfpartners.com) | Split Option Missing for Credit Card Expense Transactions in Entertainment Category,Solo Expenses\2026\Iteration 2026 12-December,New,Geetika,,Jyoti Dahiya ,Medium,Incomplete,2027 March,,,,,,,,,,,,,
39027,"WEB | Use case 8 | Onboarding & login story | On Expense Form, Show Invite Employee Panel",Solo Expenses\2027\Iteration 2027 03-March,New,Chhavi,,Shivi Prajapati ,Small,Incomplete,2027 April,,,,,,,,,,,,,
35099,"WEB | Deputy | When the Approver is no more an Approver or leaves the company, remove name from the Deputy list on all platforms. (September)",Solo Expenses\2027\Iteration 2027 03-March,Clarification,Chhavi,,Nitesh Bagdi,Small,Incomplete,2027 April,,,,,,,,,,,,,
35677,Web | Policy - The current system flags unnecessary violations. Customers would prefer the ability to customise or disable them entirely.  Submission time limit.,Solo Expenses\2027\Iteration 2027 03-March,New,Geetika,,Nitesh Bagdi,Small,Incomplete,2027 April,,,,,,,,,,,,,
35588,WEB | Use Case 29| Foreign Currency | Handling of currency display to the Approver in case the currency of the Claimant is different and Approver's different (October),Solo Expenses\2027\Iteration 2027 03-March,New,Chhavi,,Dhananjai Kalra,Small,Incomplete,2027 April,,,,,,,,,,,,,
40293,Mobile | Android | Deputy (OOO) (new design system),Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Sagar Khurana ,Small,Incomplete,2026 August,,,,,,,,,,,,,
40294,Mobile | Android | DOC (new design system),Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Sagar Khurana ,Small,Incomplete,2026 August,,,,,,,,,,,,,
40295,Mobile | Android | My Mileage Rate (new design system),Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Sagar Khurana ,Small,Incomplete,2026 August,,,,,,,,,,,,,
32605,Web | Use Case 18 | Setup Rates & Calculation Method UI Update,Solo Expenses\2027\Iteration 2027 03-March,New,Chhavi,,Dhananjai Kalra,Small,Incomplete,2027 April,,,,,,,,,,,,,
41052,Web | Expense Policies (Auto Approval) | HWF Partners -  Feedback request - Set Auto Approval by Payment type-  Enable Auto-Approval Rules Based on Payment Type and Amount,Solo Expenses\2027\Iteration 2027 02-Februari,New,Geetika,,Pranjal Jindal,Small,Incomplete,2027 March,,,,,,,,,,,,,
35471,"WEB | Administrator Priviliges | When a new function is added, it must be linked to the Admin Privileges function (December)",Solo Expenses\2027\Iteration 2027 03-March,New,Chhavi,,Arpit Bhardwaj ,Very small,Incomplete,2027 April,,,,,,,,,,,,,
38637,WEB & Mobile | Use case 34 | Smart Scan | Entertainment category expense can be used to improve AI scan result where we scan the receipt for other charges such as tips.,Solo Expenses\2026\Iteration 2026 11-November,New,Chhavi,,Rajesh K,Very small,Incomplete,2026 December,,,"Complete
11th June 2026",,,,,,,,,,
32655,Web | Business Purpose (Phase 4)|  Blank Business purpose field and additional fields is being displayed to The FM even after the rule is disabled.' (Story to be added),Solo Expenses\2026\Iteration 2026 08-August,New,Chhavi,,Arpit Bhardwaj ,Very small,Incomplete,2027 April,,,,,,,,,,,,,
35541,WEB | Multi - Company - Give an option to select the expense categories company-wise and those will be visible in respective companies in Xero for mapping (September),Solo Expenses\2026\Iteration 2026 08-August,New,Geetika,,Arpit Bhardwaj ,Small,Complete,2026 September,,,,,,,,,,,,,
33330,WEB | SSO | Use Case 6 & 7 | What is SSO?,Solo Expenses\2027\Iteration 2027 03-March,New,Chhavi,,Pranjal Jindal,Very small,Incomplete,2027 April,,,,,,,,,,,,,
34422,"WEB | Customer issue - City | Use case 31|  Claimant - Zambrano Navarro is unable to submit expense, tried suggested troubleshooting steps as well.",Solo Expenses\2027\Iteration 2027 03-March,Clarification,Chhavi,,Dhananjai Kalra,Very small,Incomplete,2027 April,,,"Complete
11th June 2026",,,,,,,,,,
36263,WEB | Profile | Use Case 6 | Upgrade Plan Phase 2,Solo Expenses\2026\Iteration 2026 12-December,New,Chhavi,,Archana Pandey ,Very small,Incomplete,2027 March,,,,,,,,,,,,,
40588,Mobile | Smart Scan | Matching the closest receipt to a CCC Expense,Solo Expenses\2026\Iteration 2026 07-July,New,Chhavi,"Mayank, Kunal",Dolly Munjal ,Very small,Incomplete,2026 August,,,,,,,,,,,,,
39029,Mobile | Customer Issue - Claudia Hutchings <Linaker> | Use case 12 | Some Employees Can't Delete Their Vehicle and Add the New One. - Copy,Solo Expenses\2026\Iteration 2026 07-July,New,Chhavi,"Satyarth,Nancy,Vineeta",Dolly Munjal ,Very small,Incomplete,2026 August,,,,,,,,,,,,,
36273,iOS | Scan | Use Case 9 | Notifications for uploaded/scanned receipts,Solo Expenses\2026\Iteration 2026 07-July,New,Chhavi,,Dolly Munjal ,Very small,Incomplete,2026 August,,,,,,,,,,,,,
38684,Mobile | Use case 32 | Group Push Notifications,Solo Expenses\2026\Iteration 2026 07-July,New,Chhavi,,Dolly Munjal ,Very small,Incomplete,2026 August,,,,,,,,,,,,,
35155,Mobile | PRE-APPROVAL | Alert Messages to be Provided to the Claimant,Solo Expenses\2026\Iteration 2026 07-July,New,Chhavi,,Dolly Munjal ,Very small,Incomplete,2026 August,,,,,,,,,,,,,
36734,iOS | Scan | Use Case 31 | Big Sized Image/PDF Upload and Compress Image,Solo Expenses\2026\Iteration 2026 07-July,New,Chhavi,,Dolly Munjal ,Very small,Incomplete,2026 August,,,,,,,,,,,,,
36264,WEB | Profile | Use Case 8 |  Icons to be updated to Golden for left hand menu,Solo Expenses\2026\Iteration 2026 12-December,Active,Chhavi,,Archana Pandey ,Very small,Incomplete,2027 March,,,,,,,,,,,,,
36265,WEB |  Profile | Use Case 9 | New Component for Add Receipt for Request a New Feature screen,Solo Expenses\2026\Iteration 2026 12-December,New,Chhavi,,Archana Pandey ,Very small,Incomplete,2027 March,,,,,,,,,,,,,
36266,WEB |  Profile | Use Case 10 | Add Version History In Sub Manager,Solo Expenses\2026\Iteration 2026 12-December,New,Chhavi,,Archana Pandey ,Very small,Incomplete,2027 March,,,,,,,,,,,,,
38683,Mobile | Smart Scan | Use case 40 | Widget,Solo Expenses\2026\Iteration 2026 07-July,New,Chhavi,,Dolly Munjal ,Very small,Incomplete,2026 August,,,,,,,,,,,,,
36272,Android | Scan | Use Case 9 | Notifications for uploaded/scanned receipts,Solo Expenses\2026\Iteration 2026 07-July,New,Chhavi,,Jyoti Dahiya ,Very small,Incomplete,2026 August,,,,,,,,,,,,,
36308,WEB | Profile - Use Case 7 | Re-Register option should be displayed in the profile,Solo Expenses\2026\Iteration 2026 12-December,Active,Chhavi,,Archana Pandey ,Very small,Incomplete,2027 March,,,,,,,,,,,,,
37000,"WEB | Credit Card - On Dashboard, Completed Transactions Export - Column should  contain Actual Completed Transactions column and total on the Dashboard grid",Solo Expenses\2027\Iteration 2027 03-March,Clarification,Geetika,,Rajesh K,Very small,Incomplete,2027 April,,,,,,,,,,,,,
38421,WEB | Login Page (QA Suggestion for review) | Login button should enable after 8 characters entered to match minimum password criteria,Solo Expenses\2027\Iteration 2027 01-Januari,Dev Complete,Chhavi,,Pranjal Jindal,Very small,Incomplete,2027 February,,,,,,,,,,,,,
33800,WEB | Create Expense | Alex Lewis <alex.lewis@thejargongroup.com> | Customer is unable to submit the Expense for mileage category,Solo Expenses\2026\Iteration 2026 12-December,Clarification,Chhavi,,Nitesh Bagdi,Very small,Incomplete,2027 January,,,,,,,,,,,,,
33891,Web | Expense Policy | Loader should be shown inside Expense Policy Dashboard while its loading,Solo Expenses\2026\Iteration 2026 12-December,New,Geetika,,Nitesh Bagdi,Very small,Incomplete,2027 January,,,,,,,,,,,,,
35540,"WEB | Export Report - In case of separator, give an option to the FM to select if they want """" double quotes in the file",Solo Expenses\2026\Iteration 2026 11-November,New,Geetika,,Rajesh K,Very small,Incomplete,2026 December,,,,,,,,,,,,,
35592,"WEB | Finance Approver - Provide an option to the FM in the dropdown to select ""Enter VAT Amount Manually"" and edit the rate for that expense",Solo Expenses\2026\Iteration 2026 11-November,New,Geetika,,Nitesh Bagdi,Very small,Incomplete,2026 December,,,,,,,,,,,,,
32749,Mobile | Deputy | Unable to Delete the Deputy if I only have 2 Deputies assigned.,Solo Expenses\2026\Iteration 2026 08-August,Clarification,Geetika,,Jyoti Dahiya ,Small,Incomplete,2026 September,,,,,,,,,,,,,
35640,iOS | SSO | Use Case 8 | What is SSO?,Solo Expenses\2026\Iteration 2026 08-August,New,Chhavi,,Dolly Munjal ,Small,Incomplete,2026 September,,,,,,,,,,,,,
35641,Android | SSO | Use Case 8 | What is SSO?,Solo Expenses\2026\Iteration 2026 08-August,Active,Chhavi,,Jyoti Dahiya ,Small,Incomplete,2026 September,,,,,,,,,,,,,
35642,Android | MFA | Use Case 4 & 7 | What is MFA?,Solo Expenses\2026\Iteration 2026 08-August,Active,Chhavi,,Jyoti Dahiya ,Small,Incomplete,2026 September,,,,,,,,,,,,,
35643,iOS | MFA | Use Case 4 & 7 | What is MFA?,Solo Expenses\2026\Iteration 2026 08-August,Active,Chhavi,,Dolly Munjal ,Small,Incomplete,2026 September,,,,,,,,,,,,,
35675,Web | Export - Logs and Visibility: They find it cumbersome to track all receipts and imports manually. They want improved visibility and assurance that nothing is missing.,Solo Expenses\2026\Iteration 2026 11-November,New,Geetika,,Rajesh K,Very small,Incomplete,2026 December,,,,,,,,,,,,,
35974,WEB | Expense Policy | Policies should be displayed in alphabetical order so they can easily be found,Solo Expenses\2026\Iteration 2026 11-November,Clarification,Geetika,,Nitesh Bagdi,Very small,Incomplete,2026 December,,,,,,,,,,,,,
36262,WEB | Profile | Use Case 8 | Plan Details Panel for Enterprise Plan Customers,Solo Expenses\2026\Iteration 2026 12-December,New,Chhavi,,Archana Pandey ,Very small,Incomplete,2027 January,,,,,,,,,,,,,
40436,"Xero | We should show ""Linked to XERO"" one contact is found in XERO.",Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Rajesh K,Small,Not Required,2026 August,,,,,,,,,,,,,
39951,"Mobile | The amount in the application will be displayed with commas - Example: 9,00,000",Solo Expenses\2026\Iteration 2026 08-August,New,Chhavi,,Dolly Munjal ,Small,Incomplete,2026 September,,,,,,,,,,,,,
37877,WEB | Create Expense | Overlay to be shown on the Operational Information screen (Related to DOC),Solo Expenses\2026\Iteration 2026 12-December,New,Chhavi,,Nitesh Bagdi,Very small,Incomplete,2027 January,,,,,,,,,,,,,
38638,WEB | Smart Scan | Use Case 35 | Identify CCC Receipts after scanning receipts with payment type as credit card and then clasify them as CCC receipts.,Solo Expenses\2026\Iteration 2026 11-November,New,Chhavi,,Rajesh K,Very small,Incomplete,2026 December,,,,,,,,,,,,,
39612,WEB | Xero (Category Field - Description) | Customer Issue - HWF Partners - Dawn Whitehead (finance@hwfpartners.com) | Custom Fields not being displayed in the Configure Description Field in XERO,Solo Expenses\2026\Iteration 2026 11-November,Clarification,Geetika,,Rajesh K,Very small,Incomplete,2026 December,,,,,,,,,,,,,
39644,WEB | Expense Category Management | Unable to see the names of the Tax,Solo Expenses\2026\Iteration 2026 12-December,Clarification,Geetika,,Nitesh Bagdi,Very small,Incomplete,2027 January,,,,,,,,,,,,,
37871,"WEB | Use case 25 | Expense Category Management | Use case 25 | When the Google Mileage category and Google Calls package is unsubscribed, and the manual mileage category is added - it is not visible in the category listing",Solo Expenses\2026\Iteration 2026 06-June,Clarification,Chhavi,"Nancy, Satyarth, Vineeta",Nitesh Bagdi,Very small,Incomplete,2026 August,Completed,,,,,,,,,,,,
40980,WEB | 37583 | UX Improvement – Restructure Delete Test Data Screen for Better Information Hierarchy,Solo Expenses\2026\Iteration 2026 12-December,Clarification,Chhavi,,Shivi Prajapati ,Very small,Incomplete,2027 January,,,,,,,,,,,,,
39424,Web | Use case 4 | Mileage (Fuel Card) | Customer Issue (Schuetz) - User struggling to understand / use the mileage data in the system -  Inform the user why are we displaying 0.00 and how to fix it (Fuel card dashboard enhancement) [Chhavi- Please discuss],Solo Expenses\2027\Iteration 2027 03-March,New,Chhavi,,Nitesh Bagdi,Very small,Complete,2027 April,,,,,,,,,,,,,
